artist_names,track_name,lyrics,r,g,b
"J Balvin, Maria Becerra",Qué Más Pues?,"¿Qué má', pues? ¿Cómo te ha ido? J Balvin, man ¿Qué más, pues?, ¿cómo te ha ido? ¿Sigue' soltera o ya tiene' marido? Sé que es personal, perdona lo atrevido Te pedí en Navida' y Santa no te ha traído Pero, ¿qué más, pues?, ¿qué ha habido? Te perdí el rastro por distraído La fama esta me tiene jodido Pero no me olvido de lo sucedido Regálame otra noche, quiero verte Que hay que aclarar par de cosas pendiente' Ma', ¿qué lo que e'?, ¿dónde estás? Dime, a ver que yo voy, voy Lady, lady, me perdiste de la vista Ahora con otro e' con quien vacilo en la pista, ey Ay, José, no me insista' Das mucha' vuelta', parece' motociclista (ey) Ninguna con este porte Tengo este booty sin hacer deporte (no, no, no) Nada va a hacer que me importe' Porque mi brújula ya cambió su norte (wooh) Cambió desde que te fuiste tú Papi, eso lo sabe' muy bien No me venga' con esa actitud Que esa la conozco, yo, también Yo ahora no ando soltera para ti, no, ey Yo soltera para ti, no Se acabó lo que esa noche nos dimo', ey Lo que esa noche nos dimo' (oh) Pa, ¿qué lo que e'?, sé que quieres saber Dónde estoy, oh-oh, oh-oh-oy Dime, mai, ¿qué e' la que hay? Esa' Nike te quedan nice (uoh) De tu clase, ya pocas hay Ninguna cabe en tu size Se acaba un rato Que estás sola, ya me dieron el dato Dame el PIN, yo te caigo de inmediato Ellos intentan y yo ni trato Baby, esto ya es otra liga, pero tú estás por encima, ey Vamo' a hacerlo, aprovecha el clima (J Balvin) Tú estás bien diva y ese cuerpo que motiva, baby Vamos a hacerlo que está rico el clima ¿Qué más, pues?, ¿cómo te ha ido? Tú sigues siendo el mismo engreído No es personal, pa novio no has nacido Me tuviste mucho tiempo, fuiste distraído Y ahora, ¿qué más, pues?, me he ido Ya es suficiente lo que tú ha' comido Aunque no parezca, esto me ha dolido Y de lo pasado, yo, no me olvido Regálame otra noche, quiero verte Que hay que aclarar par de cosas pendiente' Ma', ¿qué lo que e'?, ¿dónde estás? Dime, a ver que yo voy, voy Regálame otra noche, quiero verte Que hay que aclarar par de cosas pendiente' Ma, ¿qué lo que e'?, ¿dónde estás? Dime, a ver que yo vo-o-o-oy, vo-o-o-oy Yo a ti te llamé en agosto, apareciste en enero Tú de vacacione' en Boston y otro apareció primero Y me está' empalagando y eso que no e' golosina Tú mucho me está' mirando y eso que no soy vitrina 한국어로 번역",74.0,49.0,40.0
SEB,seaside_demo,"Hi, baby do you wanna be mine? Maybe we can see the seaside Wanna kick it with you (I can't even lie) Cupid hit me with a bullseye Hit hard so I wanted to cry Girl, I wanna be with you I wanna pick you up Picnics in the back of my pick up truck Got drinks and movies and snacks for us Kissing on ya neck like Dracula (like Dracula) I need some blood With some of your love We can live forever You don't ever got to run Hi, baby do you wanna be mine? Maybe we can see the seaside Wanna kick it with you (I can't even lie) Cupid hit me with a bullseye Hit hard so I wanted to cry Girl, I wanna be with you It's gettin' late What you wanna do? It's already half past two And baby girl, just to tell the truth I don't really like the sky The color blue With that said Who you on the phone When you typing? Is ya man at home? Y'all be fightin' Girl, you need something new (Well, I said) Hi, baby do you wanna be mine? Maybe we can see the seaside Wanna kick it with you (I can't even lie) Cupid hit me with a bullseye Hit hard so I wanted to cry Girl, I wanna be with you 한국어로 번역",170.0,150.0,138.0
SEVENTEEN,Heaven's Cloud,"구름으로 만든 컵에 따듯한 커피 나비 날개로 (찾아본다) 너의 숨, yeah 이곳이 비밀 속 천국 널 위한 하늘의 숲 단 1초도 소중한 널 못 잃어 Woo yeh eh eh 그림자 드리운 맘의 겨울도 오색 물감으로 덮은 수채화 매일 기적의 영원한 연속과 여긴 언제나 맑은 여름의 vibe Dara la la la la 콧노래 하나까지 모두 기록하자 우리들을 만약 여기서 땅 밑으로 떨어져 처음 만나는 사이가 되어 버려도 단숨에 서로 바로 알아챌 수 있게 Give me your, give me your Give me your, give me your Love, love cloud Give me your, give me your, give me your Love, love cloud 구름 타고 하늘 drive 저기 높은 곳을 봐 Give me your, give me your, give me your Love, love cloud 우주 밖에 heaven 우리만의 heaven Give me your, give me your Give me your, give me your Love, love cloud Give me your, give me your, give me your Love, love cloud 빛나 무엇이 빛나나 보자 한 쌍의 버블팝 As you wish 사랑 요리해 On the dish 미지의 황홀함 eh eh 감탄사 넘치네 eh eh oh eh 단 1초도 소중한 널 못 잃어 Woo yeh eh eh 하늘 절반은 푸른빛 은하와 나머지 절반의 저녁 노을빛 매일 기적의 영원한 연속과 여긴 언제나 너와 나 여름밤 Dara la la la la 콧노래 하나까지 모두 기록하자 우리들을 만약 여기서 땅 밑으로 떨어져 처음 만나는 사이가 되어 버려도 단숨에 서로 바로 알아챌 수 있게 Give me your, give me your Give me your, give me your Love, love cloud Give me your, give me your, give me your Love, love cloud 구름 타고 하늘 drive 저기 높은 곳을 봐 Give me your, give me your, give me your Love, love cloud 우주 밖에 heaven 우리만의 heaven Give me your, give me your Give me your, give me your Love, love cloud Give me your, give me your, give me your Love, love cloud I just want you, stay with you I just want you, stay with you I just want you, stay with you Give me your, give me your Give me your, give me your 나에게 어떤 슬픔도 없는 세상은 너니까 Give me your, give me your, give me your, give me your Give me your, give me your, give me your, give me your Love, love cloud Give me your, give me your, give me your Love, love cloud 구름 타고 하늘 drive 저기 높은 곳을 봐 Give me your, give me your, give me your Love, love cloud 우주 밖에 heaven 우리만의 heaven Give me your, give me your Give me your, give me your Love, love cloud Give me your, give me your, give me your Love, love cloud",203.0,184.0,189.0
Billie Eilish,Your Power,"Try not to abuse your power I know we didn't choose to change You might not wanna lose your power But having it's so strange She said you were a hero, you played the part But you ruined her in a year, don't act like it was hard And you swear you didn't know (didn't know) No wonder why you didn't ask She was sleeping in your clothes (in your clothes) But now she's got to get to class How dare you? And how could you? Will you only feel bad when they find out? If you could take it all back, would you? Try not to abuse your power I know we didn't choose to change You might not wanna lose your power But having it's so strange I thought that I was special, you made me feel Like it was my fault you were the devil, lost your appeal Does it keep you in control? (In control) For you to keep her in a cage? And you swear you didn't know (didn't know) You said you thought she was your age How dare you? And how could you? Will you only feel bad if it turns out That they kill your contract? Would you? Try not to abuse your power I know we didn't choose to change You might not wanna lose your power But power isn't pain Mmm Ooh-ooh-ooh-ooh Ooh-ooh-ooh-ooh, hmm 한국어로 번역",151.0,117.0,87.0
"Tyler, The Creator",CORSO,"You see (uh) On this here stage tonight is something legendary (yeah) He goes by the name of The Creator (crazy, ayo) But you, you call him Tyler Baudelaire (look) I be talkin' that fresh, shit, I don't need gum (nah) Cookie crumbs in the Rolls, never no weed crumbs (no) He ain't talk to his bitch in three days (no) It ain't gotta be this way, I'm down for the threesome (woo) I might buy a boat (nigga, yeah) Depends if Capri got space, don't really need one I could go in the wintertime, baby, I bleed sun Find another nigga like me 'cause I ain't seen one (tell 'em, no) Pull up in that, uh, whatchamacallit? (nyoom) Played a couple demos at Madison Square Garden And tell them motherfuckers at Sony I'm not callin' I'm plottin' on a billi, chili in my garden, yo Alright, I admit it We just been playin' with you niggas, man T, I think you need to load that second clip B-Hop, uh, French Waltz, uh She say like the Royce and I'm like, ""Which one? I got two, hun, "" look (let's go) Catch me in my other, other, other, other crib, that's my AKA Hurricane-proof all the views, shit like ""A Bay Bay!"" (damn) A fuzzy hat, ascot, passport got tattoos Slim nigga, big dick with a fuckin' gap tooth Where you been? (Money) Call me Mr. Always On Some Shit You Never Seen (huh) In that mansion, livin' single, bitch, I'm Maxine ""Niggas of you status shouldn't talk"" Give a fuck about your thoughts, call me if you get lost, bitch Okay, now you understand what we came here to do, right? Oh yeah, me, I go by the name of DJ Drama And on my side, that's Tyler Baudelaire AKA Bunnyhop AKA The Creator Call me if you get lost, suckers We didn't come to play with' you niggas Look, tried to take somebody bitch 'cause I'm a bad person I don't regret shit because that (woo) worth it In the end, she picked him, I hope when they fuckin' She still thinkin' of me 'cause I'm that perfect I'ma get that deep text when it first surface Better send it to my ego 'cause that shit hurtin' Hope y'all shit workin' (true story), I'm a psycho, huh? Don't give a fuck, you left my heart twerkin' Movin', losin' grip on my doin's Eyes is cryin' on the jet, cruisin' 'Bout to sweat millions just to fill voids up Drama, I need you (yessir), can you turn the noise up? Can you turn the noise up? Can you turn the noise up? (go, go, go, go) Turn the fuckin' noise up, Odd nigga, my heart broken Remember I was rich, so I bought me some new emotions And a new boat, 'cause I rather cry on the ocean It's T, baby, uh Hahahaha, I tried to tell y'all I don't even like using the word ""bitch"" It just sounded cool 한국어로 번역",205.0,221.0,203.0
BTS,Your eyes tell,何故、こんなにも 涙が溢れるの ねぇ、側にいて そして笑ってよ 君のいない未来は 色のない世界 モノクロで冷たい 見つめてる 暗闇さえも So beautiful 僕を信じてほしい まっすぐに君だけを見て どこにも行かないように この先に何が待ち受けても 遠くまで見つめるその向こう 君がくれた場所は今も 心の拠り所でいるのさ 過去の影は何度も追いかけてくるけれど 振り解くほどに がんじがらめで Follow me それでも掴みたいんだ 何処へでも I'll find you 君と歩む明日へ 終わりの始まりと なろうとしても 君の名を叫ぶよ 見つめてる その眼差しは So colorful 全てを捧げるよ 叶わない、願いを胸に 言葉にできないまま 過去と未来、向き合うために どれだけ望めば手が届く こんな夜だけど 想い続けるよ 黄昏のこの街で 愛されたい 愛せるよう 瞳になるよ これからの旅に 見つめてる 暗闇さえも So beautiful 僕を信じてほしい まっすぐに君だけを見て どこにも行かないように 見守ってる その眼差しは So colorful 教えてくれたんだ いつの日かその悲しみは 僕らを紡いでいく Your eyes tell 한국어로 번역,4.0,4.0,4.0
Coldplay,Higher Power,"Sometimes I just can't take it Sometimes I just can't take it and it isn't alright I'm not going to make it And I think my shoe's untied (oh oh) I'm like a broken record I'm like a broken record and I'm not playing right Drocer nekorb a ekil mi 'Til you tell me on a heavenly phone to Hold tight (hold tight) Come on (come on) Come on (come on) Oh-oh-oh-oh-oh-oh-oh Come on (come on) Come on (come on) Yeah, don't let go Hold tight (hold tight) Hold tight (hold tight) Oh-oh-oh-oh-oh-oh-oh ""It's alright, it's alright"" she said I got my hands up shaking just to let you know That you've got a higher power Got me singing every second, dancing every hour Oh yeah, you've got a higher power And you're really someone I wanna know (oh oh) This boy is electric This boy is electric and you're sparkling light The universe connected And I'm buzzing night after night after night (oh oh) This joy is electric This joy is electric and you're circuiting through I'm so happy that I'm alive Happy I'm alive at the same time as you 'Cause you've got a higher power Got me singing every second, dancing every hour Oh yeah, you've got a higher power And you're really someone I wanna know (I wanna know, oh oh) You've got, yeah, you've got a higher You've got, yeah, you've got a higher You've got, yeah, you've got a higher You've got Oh-oh-oh-oh-oh-oh-oh You've got, oh, you've got a higher You've got, yeah, you've got a higher You've got, oh, you've got a higher My hands up shaking just to let you know now You've got a higher power You've got me singing every second, dancing any hour Oh yeah, you've got a higher power You're once in any lifetime I'm going a million miles an hour When for so long I'd been down on my knees Then your love song saved me over and over For so long I'd been down on my knees 'Til your love song floats me on, ee-on, oh oh 한국어로 번역",33.0,26.0,50.0
"BTS, Steve Aoki",MIC Drop (Steve Aoki Remix) (Full Length Edition),"Git, git, brrra, git, git Damn, son, where'd you get that from? Git, git, hey, brrra Damn, hey, brrra, git, git, damn, bro Bentley basketball, uh We playin' that a lot, huh I'ma just get to the chicken, whip it, then I flip it, then trap it all, huh I gotta get to the dolla — on the haters and back 'em off, huh Smokin' on gas a lot, huh, ready to wack 'em all Huh-huh, wack 'em all, wack 'em all Clap, clap, clap, clap 'em all, huh This what I do to the haters, the choppa hit 'em, tell 'em back 'em off, huh She like Apple Jack, huh, I like apple sauce, huh-huh That's a boss (boss), huh-huh, that's the cost (cost), huh-huh Why you tryna flex (flex) and your fashion off? (Fashion) Chain around my neck and her — soft (ayy) Smokin' on that gas, I ain't passin' off (smoke) Asthma cough (asthma), fashion law (flexin') Stash it off (stash, stash), dash in' off (dash) Flash it off (flash), don't pass it off (hey, hey) I'ma just get to the chicken and trap hard, hard, hard with all my- Did you see my bag? (Where?), did you see my bag? (Where?) It's hella trophies, and it's hella thick (hella thick, hella thick) What you think 'bout that? (Well), what you think 'bout that? (Well) I bet it got my haters hella sick (hella sick) Come and follow me, follow me with your signs up (oh) I'm so firin', firin', boy, your time's up (oh) Keep on runnin' and runnin' until I catch up (oh) How you dare? How you dare? How you dare? (Dare, ah) Another trophy, my hands carry 'em (hey) Too many that I can't even count 'em (turn it up now) Mic drop, mic drop 발-발 조심, 너네 말-말 조심 Somebody stop me, I'm 'bout to pop off (pop) Too busy, you know my body ain't enough (turn it up now) Mic drop, mic drop 발-발 조심, 너네 말-말 조심 Baby, watch your mouth (mouth) It come back around ('round) Once upon a time (time) We learned how to fly (fly) Go look at your mirror, same damn clothes (git) You know how I feel? 개행복 (turn up) How many hours do we fly? (Ooh) I keep on dreamin' on the cloud (hah) Yeah, I'm on the mountain, yeah, I'm on the bay (pop) Everyday we vibin', mic drop, bam Did you see my bag? (Where?), did you see my bag? (Where?) It's hella trophies, and it's hella thick (hella thick, hella thick) What you think 'bout that? (Well), what you think 'bout that? (Well) I bet it got my haters hella sick (hella sick) Come and follow me, follow me with your signs up (oh) I'm so firin', firin', boy, your time's up (oh) Keep on runnin' and runnin' until I catch up (oh) How you dare? How you dare? How you dare? (Dare, ah) Another trophy, my hands carry 'em (hey) Too many that I can't even count 'em (turn it up now) Mic drop, mic drop 발-발 조심, 너네 말-말 조심 Somebody stop me, I'm 'bout to pop off (pop) Too busy, you know my body ain't enough (turn it up now) Mic drop, mic drop 발-발 조심, 너네 말-말 조심 Haters gon' hate Players gon' play Live a life, man Yeah, good luck! 더 볼 일 없어, 마지막 인사야 할 말도 없어, 사과도 하지 마 더 볼 일 없어, 마지막 인사야 할 말도 없어, 사과도 하지 마 잘 봐, 넌 그 꼴 나지 우린 탁 쏴, 마치 콜라지 너의 각막, 깜짝 놀라지 꽤, 꽤 폼 나지, 포, 포, 폼 나지, yeah 한국어로 번역",207.0,181.0,215.0
BTS,Pied Piper,"나쁜 거라 더 좋은 거야 속으론 알고 있잖아 이젠 멈춰지지 않는 거야 (you can't stop) 좀 더 솔직해져 봐 Stop 이제 그만 보고 시험공부 해 (공부해) 니 부모님과 부장님 날 미워해 (미워해) 봤던 영상, 각종 사진, 트위터, 브이앱 '본보야지' 알아, 좋은 걸 어떡해? 그만해, 뮤비는 나중에 해석하고 어차피 내 사진 니 방에도 많잖어 한 시간이 뭐야, 일이년을 순삭해 이 노랜 내가 네게 주는 상, 착해 벌 받는 건 아니잖아 이리 와, 난 너의 paradise (paradise) Can't close your eyes (Can't close your eyes) 발버둥쳐봐도 더는 소용없을걸 (날 거부하지 마) 그냥 눈을 감고 귀 기울여봐 피리소릴 따라와, 이 노래를 따라와 조금 위험해도 나 참 달잖아 널 구하러 온 거야, 널 망치러 온 거야 니가 날 부른 거야, 봐, 달잖아, 피리소릴 따라와 I'm takin' over you I'm takin' over you (you, you, you) 이미 시작된 걸 알잖아 그 소릴 듣게 된 순간 어쩌면 그래, 나는 조금 위험해 ha 조금 위험해 ha 널 이끄는 피리 부는 사나이처럼 나는 너를 시험해 ha 너를 시험해 ha 알면서도 이끌리는 선악과처럼 내 피리는 모든 걸 깨워 그 소린 널 애태워 더 이끌려 반응하는 너 난 끊임없이 숨을 불어내 huh 난 너의 guilty pleasure 헤어 나올 순 없어 never 벌 받는 건 아니잖아 이리 와, 난 너의 paradise (paradise) Can't close your eyes (Can't close your eyes) 발버둥 쳐봐도 더는 소용없을걸 (날 거부하지 마) 그냥 눈을 감고 귀 기울여봐 피리소릴 따라와, 이 노래를 따라와 조금 위험해도 나 참 달잖아 널 구하러 온 거야, 널 망치러 온 거야 니가 날 부른 거야, 봐, 달잖아 그래, 내가 좀 위험해 (ooh-ooh) 나도 나를 감당 못해 (ooh-ooh-ooh) 걱정 마, 나의 손은 너에게만 따뜻해, 따뜻해 만약에 내가 널 (ooh-ooh) 망치고 있는 거라면 (ooh-ooh-ooh) 나를 용서해줄래? 넌 나 없인 못 사니까, 다 아니까 I'm takin' over you I'm takin' over you (you, you)",243.0,251.0,251.0
BTS,So What,"Somebody call me right one Somebody call me wrong 난 신경 쓰지 않을래 너도 그럼 어때? So what? Let go 한숨 그 안에 많은 걱정이 숨어있네 고민 그만해, 너는 이미 다 알고 있지 이 길의 중간에, 포기하고 싶은 순간에 더 크게 소리질러봐 So what, what, what? 내 맘대로 되는 건 없고 (oh, yeah) 숨을 곳은 뭐 더더욱 없어 이미 주사윈 던져진 지 오래 꾸물대단 휩쓸려가겠지 oh, bae 고민들의 9할은 니가 만들어 낸 상상의 늪 고민보다 go, go 쫄지마렴 cheer up 소리쳐봐 so what, what? We are, we are, we are Young and wild and free 답도 없는 고민, 고민 그 속에 빠져 있지 마 yeah 경계선 위에서 위태롭다 해도 웃고 떠들며 바람을 가르자 때론 바보같이 멍청이 달리기 실수와 눈물 속에 we just go So what? 멈춰서 고민 하지마 다 쓸데 없어 Let go 아직은 답이 없지만 You can start the fight So what? Oh-oh, oh-oh-oh Oh-oh, oh-oh-oh Oh-oh, oh-oh-oh-oh Let go Oh-oh, oh-oh-oh Oh-oh, oh-oh-oh Oh-oh, oh-oh-oh-oh So what? Ayy 누군 일들이 싫대 Ayy 누군 쉬고만 싶대 Ayy 그들의 고통과 피폐 Ayy 모두 내게 몰아칠 때 Ayy 어떡하긴, 뭐 어떡해? Uh 답은 하나밖에 없기에 Uh 그냥 믿고 달려보자고 So what, what, what? I don't wanna die right now I don't wanna, I don't wanna fight right now 걱정이 싫어, 인생은 길어 걍 가 I wanna live right now (oh) 브레이크 부러졌으니 밟아 엑셀 이러나 저러나 사람 신세 다 안다면 무슨 재미냐? 고통은 내 훈장 그래서 so what? We are, we are, we are Young and wild and free 답도 없는 고민, 고민 그 속에 빠져 있지 마 yeah 경계선 위에서 위태롭다 해도 웃고 떠들며 바람을 가르자 때론 바보같이 멍청이 달리기 실수와 눈물 속에 we just go So what? 멈춰서 고민 하지마 다 쓸데 없어 Let go 아직은 답이 없지만 You can start the fight So what? Oh-oh, oh-oh-oh Oh-oh, oh-oh-oh Oh-oh, oh-oh-oh-oh Let go Oh-oh, oh-oh-oh Oh-oh, oh-oh-oh Oh-oh, oh-oh-oh-oh Somebody call me right one (right one) Somebody call me wrong (call me wrong) 난 신경 쓰지 않을래 (않을래) 너도 그럼 어때? (어때?) So what? 멈춰서 고민 하지마 다 쓸데 없어 Let go 아직은 답이 없지만 You can start the fight So what? Oh-oh, oh-oh-oh Oh-oh, oh-oh-oh (oh, babe) Oh-oh, oh-oh-oh-oh (ah) Let go Oh-oh, oh-oh-oh Oh-oh, oh-oh-oh Oh-oh, oh-oh-oh-oh So what? Somebody call me right one Somebody call me wrong 난 신경 쓰지 않을래 너도 그럼 어때?",28.0,28.0,43.0
NCT DREAM,Diggity,"Ah-huh, ha! Boom, diggity I got some serious diggity 틀림없는 신호 귓속에 쿵쿵댄 심포니 I know it's time for diggity 혼자이던 시간이 밤이 이제 곧 끝나 붉어지는 태양이 내게 말을 걸어와 (말을 걸어와) 얼마나 긴 시간 흘렀어 (na, na, na) 하품하며 기지개를 켜 (na, na, na, na) 'Cause we gon' make it hot, hot, 돛을 높이 올리자 Huh, huh, take it down (na, na, na) 서랍 속 넣어 둔 기억들이 책갈피 사이 끼워 둔 꿈이 내게 다가왔어, ""Fly to the sky!"" Diggity Come in hard, boom, diggity 난 멈추지 않아 We go far, boom, diggity Wow, wow, wow, wow, diggy-diggy 우리 시간들은 별들을 지나치며 아주 천천히 가지 세찬 바람맞으면 살아있다는 걸 느끼지 (hey!) Come in hard, boom, diggity Diggity Hey, 너와 바다를 건너는 상상해 우린 위험한 여행을 떠나 그래, 마주 보고, oh 좀 더 무모한 걸음을 걷고 Turn up the volume now 부싯돌처럼 불꽃을 피워 거침없이 가는 난 콜럼버스 세상의 끝을 넘어, 더 멀리 가고 싶어 금빛의 수평선 눈부셔, 나를 지켜봐 봐 바람이 바뀌는 걸 느끼자 (yeah) 소리치는 고동을 들어봐 (yeah) 이제 시간이야, ""Fly to the sky!"" Diggity Klickidy-klock, tippity-tap, all of my life, yeah 기억해 줘, 언제나 함께이길 원한 날 둘이서 바라본 꿈들 언제나 멋지잖아 누군가 미쳤다 해도, we get diggity Come in hard, boom, diggity 난 멈추지 않아 We go far, boom, diggity Wow, wow, wow, wow, diggy-diggy 우리 시간들은 별들을 지나치며 아주 천천히 가지 세찬 바람맞으면 살아있다는 걸 느끼지 Come in hard, boom, diggity (whoo) (Ha, ha) Diggy, diggy We go far, boom, diggity Wow, wow, wow, wow, diggy-diggy (yeah, yeah) 내 삶을 위해 난 싸울 거야 (Whoa, whoa) 난 이 삶과의 사랑에 빠진 거니까 세상이 내 품에 있어 과거도 미래도 즐기고 있을 거야 Look at me, 날 따라와 봐 Look at me, diggity Come in hard, boom, diggity 난 멈추지 않아 (do not stop) We go far, boom, diggity Wow, wow, wow, wow, diggy-diggy 우리 시간들은 별들을 지나치며 아주 천천히 가지 세찬 바람맞으면 살아있다는 걸 느끼지 Come in hard, boom, diggity Diggy-diggy We go far, boom, diggity (I said, I said) Wow, wow, wow, wow, diggy-diggy",227.0,226.0,28.0
Agust D,Daechwita,"명금일하대취타 하랍신다 예이 Yeah, uh 대취타 대취타 자 울려라 대취타 대취타 대취타 자 울려라 대취타 대취타 대취타 자 울려라 대취타 대취타 대취타 자 울려라 대취타 대취타 대취타 자 울려라 대취타 빛이 나 빛이 나 내 왕관이 빛이 나 잊지 마 잊지 마 지난 날을 잊지 마 We so fly, we so fly 전세기로 we so fly, yeah Mhm 종놈 출신에 왕된 놈 미쳐버린 범 광해 flow 개천 출신에 용 된 몸 그게 내가 곧 사는 법 미안 걱정은 말라고 나도 잃을 건 많다고 과건 뒤주에 가두고 내 걸 챙겨 다 잠수부 말이 안되지 (Yeah, mm) 내가 개라니 yeah 범으로 태어났지 적어도 너처럼 약하진 않지 좆밥들의 걍 재롱잔치 솔까 존나게 어이없지 싹 다 죽여 난 예의 없이 새꺄 그래 너 예외없이 Flexing 난 없지, 필요가 없지 Who's the king, who's the boss? 다 알잖아 내 이름 입만 산 새끼들 당장 놈의 목을 쳐 (Ah!) 대취타 대취타 자 울려라 대취타 대취타 대취타 자 울려라 대취타 대취타 대취타 자 울려라 대취타 대취타 대취타 자 울려라 대취타 대취타, 대취타 대취타 대취타 자 울려라 대취타 대취타 대취타 자 울려라 대취타 한탕 해 먹고 곧바로 난 전세기로 날아 나를 담기엔 이 나란 아진 여전히 작아 yeah Ooh 누가 시간은 금이래 내 시간은 더 비싼데 Tik Tok 선비새끼들 면상에다 침을 칵 뱉어 꺾인 적이 없는 매출출출출출출출 우리 방시혁 피디는 매일 춤춤춤춤춤춤춤 참 감사하네 내가 천재임에 고작 그런 이유로 약을 빨다니 애잔하기 그지없네 재능이 없는거지 뭐 원하는 건 모두 가졌지 이제는 뭘 더 가져야만 만족이 될지 내가 원했던 것 옷 옷 다음은 돈 돈 다음은 goal, goal 이 다음은 도대체 뭐지 그 다음은 그래 뭘까 심히 느껴지는 현타 위가 없는 현상 위만 보던 난 이제 걍 아래만 보다가 이대로 착지하고파 I'm a king, I'm a boss 새겨놓아 내 이름 입만 산 새끼들 당장 놈의 주리를 틀어 I'm a king, I'm a boss 다 알잖아 내 이름 입만 산 새끼들 당장 놈의 목을 쳐 대취타 대취타 자 울려라 대취타 대취타 대취타 자 울려라 대취타 대취타 대취타 자 울려라 대취타 대취타 대취타 자 울려라 대취타 대취타 대취타 대취타 대취타 자 울려라 대취타 대취타 대취타 자 울려라 대취타",24.0,24.0,24.0
Roddy Ricch,late at night,"Late at night Kiss me in the mornin', late at night Catch me drivin' down 405 Catch me and your girl late at night Side to side (Mustard on the beat, ho) Late at night Kiss me in the mornin' or late at night Long as you come through I'ma make you come over and over I'ma treat you like I'm 'posed to You better never make no time for these niggas 'Cause when I ride, I'ma ride, ride with you I can't fuck with nobody I can't keep livin' like this, I can't I tell her what it is and I tell her what it ain't She know that I been all in her walls like I paint Told her at times I wanna give you trust but I can't Bitch, I really got it out the mud, climbin' up the ranks When they see me outside, I'm a high roller I been on a global jet, but nigga, I fly solo And I got the Gucci splattered all on her knick knacks Fifty racks, I'm 'bout to break her off like a Kit-Kat And her purse got F's like the wheels on the 'Bach I just fucked off a million but I still got a sack Shorty know that I'm the realest, she know I be speakin' facts She know that I'm the same nigga that was pushin' 'Cat She know I got the game but I'm never gon' give it back Every time that we fuck, I gotta run it back Late at night Kiss me in the mornin' or late at night Long as you come through I'ma make you come over and over I'ma treat you like I'm 'posed to You better never make no time for these niggas 'Cause when I ride, I'ma ride, ride with you I told shorty, never get too comfortable I like to feel like the pussy untouchable I like to feel like it's never goin' one way I like to see your body drippin' Elliante I say I like the way I took you on a wave I had you screamin' my name out Late at night Kiss me in the mornin' or late at night Long as you come through I'ma make you come over and over I'ma treat you like I'm 'posed to You better never make no time for these niggas 'Cause when I ride, I'ma ride, ride with you Ride, ride, ride, ride, ride, ride Ride, ride, ride, ride, ride, ride Ride, ride, ride, ride, ride Ride, ride, ride, ride, ride, ride Ride, ride, ride, ride, ride Ride, ride, ride, ride, ride, ride Ride, ride, ride, ride, ride Ride, ride, ride, ride, ride 한국어로 번역",4.0,8.0,18.0
"Tyler, The Creator, DJ Drama",SIR BAUDELAIRE (feat. DJ Drama),"The sun beamin' Y'all ready? Ayo (DJ the fuck-) It's T, baby (it's DJ the fuck-) I don't think you're ready Wolf Haley, Bunnyhop, yo I must say, (yo) I'm glad you found your way here (yo) Cookie crumbs in the rolls (rolls), jet fuel scented vest (vyoom) Swim trunks in the trunks, Geneva water the best (the best, yeah) The passport lookin' thick, the afro need a pick My skin soak up the sun, ain't shakin' hands with you bums (nah) Bunny Hopper, the new car doors, they lift open (woo) The lake water, dry off at the French Open (ayy) I rub it in these niggas' faces like thick lotion That big B is in motion, uh (Gangsta Grillz) The coral peach cobbler, dude, spit like a llama do Used to be reckless, you should see what them commas do New le FLEUR* season, summer time, look like private school Keep it low, don't want that shit to blow like Osama shoe I'm a true connoisseur, hotel concierge Know me as that spaced out nigga with the chunky ears UFC, that shit swole up, that's VVS, keep Vic safe That's a mansion on that USB, it's T Yeah I hope you niggas been spendin' your time wisely Call me if you get lost, baby As you can tell, we have (haha) This shit for the sunseekers Got the bikes on the tarmac Welcome to the disco Hittin' wheelies and shit Call me if you get lost Perfume on the skin, ha (hahaha) Call me if you lost See, while y'all was in the house (call me if you lost) We was takin' Rolls Royces to go see alligators DJ Drama, man (call me if you lost) Travelin' the world Passport stamped up (call me) It's Tyler Baudelaire, nigga 한국어로 번역",205.0,221.0,203.0
